"Longitude","Latitude","Precipitation","mean"
-99.14288812,30.02843684,1,724.221252441406
-97.17244217,30.09234333,2,932.814697265625
-97.78067532,30.2848659,3,874.6845703125
-92.01240069,30.30477303,4,1634.50341796875
-96.36632391,30.56930222,5,1063.79858398438
-95.47688089,30.74281484,6,1295.50756835938
