Site,Species,Plot,Position,Tag_ID,Population,GreenhouseID,Clone,Endo
COL,POAU,6,14,431,LA2,84-5C,BD,0
COL,POAU,6,15,432,LA1,201-30B-6,AO,1
COL,POAU,7,1,433,LA2,84-1L-3,CB,1
COL,POAU,7,2,434,SFAEF,616,AU,1
COL,POAU,7,3,435,LA2,84-5G-41,C,1
COL,POAU,7,4,436,LA1,201-30B-6,BL,1
COL,POAU,7,5,437,SFAEF,872,AW,1
COL,POAU,7,6,438,LA2,84-5C,BX,0
COL,POAU,7,7,439,LA2,84-5G-43,E,1
COL,POAU,7,8,440,SFAEF,616,AX,1
COL,POAU,7,9,441,SFAEF,8B-13,NA,0
COL,POAU,7,10,442,LA1,201-30B-6,BK,1
COL,POAU,7,11,443,LA2,84-5G-40,AU,1
COL,POAU,7,12,444,LA2,84-1L-3,CA,1
COL,POAU,7,13,445,LA1,201-29A,AJ,0
COL,POAU,7,14,446,SFAEF,B-32,NA,1
COL,POAU,7,15,447,LA2,84-5G-41,BK,1
COL,POAU,8,1,448,LA1,201-30B-6,BN,1
COL,POAU,8,2,449,LA2,84-5G-41,BL,1
COL,POAU,8,3,450,LA2,84-1L-3,CD,1
COL,POAU,8,4,451,SFAEF,872,AX,1
COL,POAU,8,5,452,SFAEF,616,AV,1
COL,POAU,8,6,453,SFAEF,8B-14,NA,0
COL,POAU,8,7,454,LA2,84-5G-43,F,1
COL,POAU,8,8,455,LA2,84-5C,BY,0
COL,POAU,8,9,456,LA1,201-30B-6,BM,1
COL,POAU,8,10,457,SFAEF,616,AW,1
COL,POAU,8,11,458,SFAEF,B-12,NA,1
COL,POAU,8,12,459,LA1,201-29A,AK,0
COL,POAU,8,13,460,LA2,84-5G-40,AV,1
COL,POAU,8,14,461,LA2,84-5G-41,D,1
COL,POAU,8,15,462,LA2,84-1L-3,CC,1
HUN,AGHY,1,1,562,LPEF,GH-35-3,AL,1
HUN,AGHY,1,2,563,COHR,1935-01-27,AA,1
HUN,AGHY,1,3,564,COHR,215-1-15,AJ,0
HUN,AGHY,1,4,565,LPEF,242-7-6V,CV,0
HUN,AGHY,1,5,566,SJC,211-10-30,NA,0
HUN,AGHY,1,6,567,SJC,211-10-9,NA,0
HUN,AGHY,1,7,568,LPEF,242-7-6V,CG,0
HUN,AGHY,1,8,569,COHR,215-2,AN,0
HUN,AGHY,1,9,570,SJC,134-6-9,NA,1
HUN,AGHY,1,10,571,COHR,215-1-15,AJ2,0
HUN,AGHY,1,11,572,LPEF,242-7-6V,AL,0
HUN,AGHY,1,12,573,COHR,1935-01-14,AL,1
HUN,AGHY,1,13,574,SJC,211-10-50,NA,0
HUN,AGHY,1,14,575,SJC,134-6-14,NA,1
HUN,AGHY,1,15,576,LPEF,GH-35-6,AY,1
HUN,AGHY,2,1,577,LPEF,GH-35-1,AR,1
HUN,AGHY,2,2,578,COHR,1935-01-14,AD,1
HUN,AGHY,2,3,579,SJC,134-6-42,NA,1
HUN,AGHY,2,4,580,COHR,1935-01-14,NA,1
HUN,AGHY,2,5,581,COHR,35-1-32,NA,1
HUN,AGHY,2,6,582,COHR,215-1-15,AL,0
HUN,AGHY,2,7,583,SJC,134-6-15,NA,1
HUN,AGHY,2,8,584,LPEF,GH-35-8,AF,1
HUN,AGHY,2,9,585,SJC,134-6-13,NA,1
HUN,AGHY,2,10,586,SJC,134-4-9,AB,1
HUN,AGHY,2,11,587,LPEF,GH-35-6,AR,1
HUN,AGHY,2,12,588,LPEF,242-7-6U,AZ,0
HUN,AGHY,2,13,589,LPEF,GH-35-3,BE,1
HUN,AGHY,2,14,590,COHR,1935-01-25,AD,1
HUN,AGHY,2,15,591,SJC,211-10-65,AD,0
HUN,AGHY,3,1,701,SJC,134-4-28,AA,1
HUN,AGHY,3,2,702,COHR,1935-06-14,AS,1
HUN,AGHY,3,3,703,COHR,1935-06-21,AG,1
HUN,AGHY,3,4,704,LPEF,GH-35-3,AJ,1
HUN,AGHY,3,5,705,LPEF,242-7-6U,AY,0
HUN,AGHY,3,6,706,LPEF,GH-35-1,AT,1
HUN,AGHY,3,7,707,COHR,1935-01-30,AC,1
HUN,AGHY,3,8,708,SJC,134-6-2,NA,1
HUN,AGHY,3,9,709,SJC,134-6-6,NA,1
HUN,AGHY,3,10,710,COHR,215-1-15,BJ,0
HUN,AGHY,3,11,711,LPEF,GH-35-6,AL,1
HUN,AGHY,3,12,712,SJC,211-10-28,AA,0
HUN,AGHY,3,13,713,SJC,134-4-28,NA,1
HUN,AGHY,3,14,714,COHR,1935-06-21,AD,1
HUN,AGHY,3,15,715,LPEF,GH-35-3,AP,1
HUN,AGHY,4,1,716,COHR,1935-01-25,AC,1
HUN,AGHY,4,2,720,LPEF,GH-35-6,AV,1
HUN,AGHY,4,3,724,COHR,35-1-44,AJ,1
HUN,AGHY,4,4,728,COHR,35-1-44,AB,1
HUN,AGHY,4,5,717,SJC,211-10-28,AD,0
HUN,AGHY,4,6,721,LPEF,242-7-6U,AX,0
HUN,AGHY,4,7,725,SJC,211-10-65,AA,0
HUN,AGHY,4,8,729,LPEF,242-7-6V,BV,0
HUN,AGHY,4,9,718,COHR,215-1-15,AK2,0
HUN,AGHY,4,10,722,LPEF,GH-35-3,AT,1
HUN,AGHY,4,11,726,SJC,134-4-16,NA,1
HUN,AGHY,4,12,730,SJC,134-4-21,AA,1
HUN,AGHY,4,13,719,LPEF,GH-35-1,AF,1
HUN,AGHY,4,14,723,COHR,215-3-45,AF,0
HUN,AGHY,4,15,727,SJC,134-6-22,NA,1
HUN,AGHY,5,1,690,COHR,215-2,AC,0
HUN,AGHY,5,2,691,SJC,211-10-65,AG,0
HUN,AGHY,5,3,692,SJC,211-10-65,AH,0
HUN,AGHY,5,4,693,SJC,211-10-65,AE,0
HUN,AGHY,5,5,694,LPEF,242-7-6V,CK,0
HUN,AGHY,5,6,695,LPEF,242-7-6V,CS,0
HUN,AGHY,5,7,696,LPEF,GH-35-3,AI,1
HUN,AGHY,5,8,697,COHR,35-1-44,AC,1
HUN,AGHY,5,9,698,COHR,215-1-15,BH,0
HUN,AGHY,5,10,699,SJC,211-10-28,AS,0
HUN,AGHY,5,11,700,LPEF,242-7-6V,AA,0
HUN,AGHY,5,12,512,COHR,215-1-15,BJ,0
HUN,AGHY,5,13,592,SJC,134-6-16,NA,1
HUN,AGHY,5,14,600,COHR,215-3-45,AH,0
HUN,AGHY,5,15,599,LPEF,242-7-6U,AH,0
HUN,AGHY,6,1,675,COHR,215-1-15,AT,0
HUN,AGHY,6,2,676,LPEF,GH-35-6,BD,1
HUN,AGHY,6,3,677,COHR,1935-01-14,AB,1
HUN,AGHY,6,4,678,LPEF,242-7-6V,CJ,0
HUN,AGHY,6,5,679,LPEF,GH-35-3,AK,1
HUN,AGHY,6,6,680,SJC,134-6-11,NA,1
HUN,AGHY,6,7,681,SJC,211-10-28,AB,0
HUN,AGHY,6,8,682,COHR,35-1-44,AI,1
HUN,AGHY,6,9,683,SJC,134-6-18,NA,1
HUN,AGHY,6,10,684,LPEF,242-7-6U,AV,0
HUN,AGHY,6,11,685,COHR,215-2,AO,0
HUN,AGHY,6,12,686,COHR,215-1-15,AM,0
HUN,AGHY,6,13,687,SJC,211-10-28,AH,0
HUN,AGHY,6,14,688,LPEF,242-7-6U,AP,0
HUN,AGHY,6,15,689,SJC,211-10-28,AL,0
HUN,AGHY,7,1,660,LPEF,242-7-6U,AW,0
HUN,AGHY,7,2,661,SJC,211-10-64,AB,0
HUN,AGHY,7,3,662,COHR,215-1-15,AN,0
HUN,AGHY,7,4,663,SJC,211-10-65,AL,0
HUN,AGHY,7,5,664,SJC,211-10-65,AB,0
HUN,AGHY,7,6,665,COHR,215-1-15,BA,0
HUN,AGHY,7,7,666,COHR,215-2,AD,0
HUN,AGHY,7,8,667,SJC,134-6-5,NA,1
HUN,AGHY,7,9,668,COHR,215-1-15,AF,0
HUN,AGHY,7,10,669,LPEF,242-7-6V,CD,0
HUN,AGHY,7,11,670,COHR,1935-01-30,AE,1
HUN,AGHY,7,12,671,LPEF,GH-35-3,AJ,1
HUN,AGHY,7,13,672,LPEF,242-7-6V,CE,0
HUN,AGHY,7,14,673,SJC,211-10-64,AC,0
HUN,AGHY,7,15,674,LPEF,242-7-6V,AO,0
HUN,AGHY,8,1,645,COHR,215-2,BD,0
HUN,AGHY,8,2,646,SJC,134-6-17,NA,1
HUN,AGHY,8,3,647,COHR,1935-01-30,AA,1
HUN,AGHY,8,4,648,COHR,1935-01-15,AA,1
HUN,AGHY,8,5,649,LPEF,GH-35-3,AM,1
HUN,AGHY,8,6,650,SJC,211-10-28,AG,0
HUN,AGHY,8,7,651,COHR,1935-01-27,AD,1
HUN,AGHY,8,8,652,SJC,211-10-28,AE,0
HUN,AGHY,8,9,653,LPEF,242-7-6V,CC,0
HUN,AGHY,8,10,654,SJC,134-4-1,AA,1
HUN,AGHY,8,11,655,COHR,215-1-15,AK,0
HUN,AGHY,8,12,656,LPEF,GH-35-1,AP,1
HUN,AGHY,8,13,657,LPEF,GH-35-6,AZ,1
HUN,AGHY,8,14,658,LPEF,242-7-6V,CT,0
HUN,AGHY,8,15,659,SJC,134-6-21,NA,1
HUN,ELVI,1,1,2101,SHS,106-36A-24,AF,1
HUN,ELVI,1,2,2102,PALM,221,AA,1
HUN,ELVI,1,3,2103,JLP,110-2A-22,AA,1
HUN,ELVI,1,4,2104,RL5,C3,NA,1
HUN,ELVI,1,5,2105,PALM,H13,NA,1
HUN,ELVI,1,6,2106,PALM,225,AF,1
HUN,ELVI,1,7,2107,RL5,C16,NA,0
HUN,ELVI,1,8,2108,JLP,109-19A-25,AU,1
HUN,ELVI,1,9,2109,JLP,109-19A-25,AF,1
HUN,ELVI,1,10,2110,PALM,H7,NA,1
HUN,ELVI,1,11,2111,PALM,G46,NA,0
HUN,ELVI,1,12,2112,PALM,101,AS,1
HUN,ELVI,1,13,2113,PALM,101,AX,1
HUN,ELVI,1,14,2114,HUNT,F30,NA,0
HUN,ELVI,1,15,2115,PALM,239,AE,1
HUN,ELVI,2,1,2116,RL5,C18,AA,0
HUN,ELVI,2,2,2117,PALM,101,AY,1
HUN,ELVI,2,3,2118,SHS,106-36A-20,AF,1
HUN,ELVI,2,4,2119,HUNT,F31,NA,0
HUN,ELVI,2,5,2120,PALM,225,AG,1
HUN,ELVI,2,6,2121,PALM,239,AF,1
HUN,ELVI,2,7,2122,JLP,110-2A-13D,AS,1
HUN,ELVI,2,8,2123,PALM,221,AB,1
HUN,ELVI,2,9,2124,PALM,110-5A-8,AM,1
HUN,ELVI,2,10,2125,RL5,C3,AA,1
HUN,ELVI,2,11,2126,PALM,H14,NA,1
HUN,ELVI,2,12,2127,JLP,110-44L-10,AD,1
HUN,ELVI,2,13,2128,JLP,109-19A-25,AV,1
HUN,ELVI,2,14,2129,PALM,101,AT,1
HUN,ELVI,2,15,2130,PALM,G47,NA,0
HUN,ELVI,3,1,2131,PALM,G24,NA,0
HUN,ELVI,3,2,2132,PALM,H34,NA,0
HUN,ELVI,3,3,2133,JLP,110-5A-4H,NA,0
HUN,ELVI,3,4,2134,PALM,H33,NA,0
HUN,ELVI,3,5,2135,PALM,G38,NA,0
HUN,ELVI,3,6,2136,PALM,101,AF,1
HUN,ELVI,3,7,2137,JLP,110-5A-4G,NA,0
HUN,ELVI,3,8,2138,PALM,226,AH,1
HUN,ELVI,3,9,2139,RL5,C17,NA,0
HUN,ELVI,3,10,2140,JLP,110-2A-21,AK,1
HUN,ELVI,3,11,2141,RL5,C23,AA,0
HUN,ELVI,3,12,2142,HUNT,F12,NA,0
HUN,ELVI,3,13,2143,PALM,G4,NA,0
HUN,ELVI,3,14,2144,PALM,G1,NA,0
HUN,ELVI,3,15,2145,JLP,110-5A-3K,NA,0
HUN,ELVI,4,1,2146,PALM,G16,NA,0
HUN,ELVI,4,2,2147,PALM,220B,AB,1
HUN,ELVI,4,3,2148,PALM,B27,NA,1
HUN,ELVI,4,4,2149,PALM,218B,BE,1
HUN,ELVI,4,5,2150,HUNT,F38,NA,0
HUN,ELVI,4,6,2151,JLP,109-19A-25,AH,1
HUN,ELVI,4,7,2152,PALM,H28,NA,0
HUN,ELVI,4,8,2153,JLP,109-19A-25,AZ,1
HUN,ELVI,4,9,2154,PALM,G38,NA,1
HUN,ELVI,4,10,2155,SHS,106-36A-20,AB,1
HUN,ELVI,4,11,2156,RL5,D14,AA,1
HUN,ELVI,4,12,2157,PALM,H35,NA,0
HUN,ELVI,4,13,2158,RL5,C30,NA,0
HUN,ELVI,4,14,2159,PALM,218B,BC,1
HUN,ELVI,4,15,2160,JLP,110-5A-3I,NA,0
HUN,ELVI,5,1,2209,PALM,101,AE,1
HUN,ELVI,5,2,2210,RL5,D5,AA,0
HUN,ELVI,5,3,2211,PALM,G41,NA,0
HUN,ELVI,5,4,2212,PALM,G26,NA,0
HUN,ELVI,5,5,2213,PALM,G37,NA,0
HUN,ELVI,5,6,2214,PALM,H32,NA,0
HUN,ELVI,5,7,2215,JLP,110-5A-2X,NA,0
HUN,ELVI,5,8,2216,PALM,G53,NA,0
HUN,ELVI,5,9,2217,PALM,101,AR,1
HUN,ELVI,5,10,2218,HUNT,E29,NA,0
HUN,ELVI,5,11,2219,RL5,C23,AB,0
HUN,ELVI,5,12,2220,JLP,110-5A-2S,NA,0
HUN,ELVI,5,13,2221,JLP,110-2A-13D,AP,1
HUN,ELVI,5,14,2222,JLP,110-5A-2T,NA,0
HUN,ELVI,5,15,2223,PALM,H36,NA,0
HUN,ELVI,6,1,2994,PALM,101,AS,1
HUN,ELVI,6,2,2995,RL5,C34,AA,0
HUN,ELVI,6,3,2996,JLP,110-5A-3E,NA,0
HUN,ELVI,6,4,2997,RL5,C24,AA,0
HUN,ELVI,6,5,2998,HUNT,E12,NA,0
HUN,ELVI,6,6,2999,PALM,218B,AY,1
HUN,ELVI,6,7,3000,SHS,106-150A-4B,AG,1
HUN,ELVI,6,8,2201,PALM,101,AD,1
HUN,ELVI,6,9,2202,HUNT,E8,AA,1
HUN,ELVI,6,10,2203,JLP,110-2A-21,AI,1
HUN,ELVI,6,11,2204,PALM,G29,NA,0
HUN,ELVI,6,12,2205,PALM,H22,NA,0
HUN,ELVI,6,13,2206,PALM,G40,NA,0
HUN,ELVI,6,14,2207,PALM,G36,NA,0
HUN,ELVI,6,15,2208,JLP,110-5A-3F,NA,0
HUN,ELVI,7,1,2979,JLP,110-2A-13D,AQ,1
HUN,ELVI,7,2,2980,PALM,A29,NA,1
HUN,ELVI,7,3,2981,RL5,C40,NA,1
HUN,ELVI,7,4,2982,PALM,A17,NA,1
HUN,ELVI,7,5,2983,PALM,221,AH,1
HUN,ELVI,7,6,2984,PALM,G31,NA,0
HUN,ELVI,7,7,2985,RL5,D18,NA,0
HUN,ELVI,7,8,2986,HUNT,E2,NA,0
HUN,ELVI,7,9,2987,PALM,G21,NA,0
HUN,ELVI,7,10,2988,PALM,A1,NA,1
HUN,ELVI,7,11,2989,SHS,106-150A-4B,AD,1
HUN,ELVI,7,12,2990,PALM,G33,NA,0
HUN,ELVI,7,13,2991,PALM,216A,AO,1
HUN,ELVI,7,14,2992,JLP,110-5A-3J,NA,0
HUN,ELVI,7,15,2993,JLP,109-19A-25,AY,1
HUN,ELVI,8,1,2964,HUNT,E1,NA,0
HUN,ELVI,8,2,2965,PALM,H29,NA,0
HUN,ELVI,8,3,2966,JLP,110-5A-3H,NA,0
HUN,ELVI,8,4,2967,PALM,101,AB,1
HUN,ELVI,8,5,2968,PALM,G30,NA,0
HUN,ELVI,8,6,2969,PALM,G35,NA,0
HUN,ELVI,8,7,2970,PALM,G2,NA,0
HUN,ELVI,8,8,2971,PALM,B44,NA,1
HUN,ELVI,8,9,2972,SHS,106-36A-33A,AO,1
HUN,ELVI,8,10,2973,JLP,110-5A-3G,NA,0
HUN,ELVI,8,11,2974,PALM,101,AI,1
HUN,ELVI,8,12,2975,JLP,110-44L-10,AM,1
HUN,ELVI,8,13,2976,RL5,C42,NA,0
HUN,ELVI,8,14,2977,RL5,C25,NA,0
HUN,ELVI,8,15,2978,RL5,C43,NA,1
HUN,POAU,1,15,516,LA7,203-7A,AE,0
HUN,POAU,1,14,515,LA2,84-5C,AG,0
HUN,POAU,1,13,514,LA2,84-5C,AH,0
HUN,POAU,1,12,513,LA2,84-4G-4,AK,0
HUN,POAU,1,11,511,LA7,203-9A,AR,0
HUN,POAU,1,10,510,LA7,203-7A,AG,0
HUN,POAU,1,9,509,SFAEF,1335,AF,0
HUN,POAU,1,8,508,LA7,203-4B-1B,AC,1
HUN,POAU,1,7,507,SFAEF,1245,AE,0
HUN,POAU,1,6,506,LA7,203-9A,AQ,0
HUN,POAU,1,5,505,SFAEF,3,AC,1
HUN,POAU,1,4,504,SFAEF,1328,AY,0
HUN,POAU,1,3,503,LA2,84-1L-3,AE,1
HUN,POAU,1,2,502,LA2,84-4G-4,AJ,0
HUN,POAU,1,1,501,SFAEF,1,AC,0
HUN,POAU,2,15,615,LA7,203-25C-1,NA,1
HUN,POAU,2,14,614,LA2,84-4G-4,NA,0
HUN,POAU,2,13,613,LA7,203-29A-6,NA,0
HUN,POAU,2,12,612,LA2,84-5G-41,BA,1
HUN,POAU,2,11,611,LA2,84-5G-40,AQ,1
HUN,POAU,2,10,610,SFAEF,616,AR,1
HUN,POAU,2,9,609,LA2,84-1L-3,CI,1
HUN,POAU,2,8,608,LA7,203-6B-1,NA,1
HUN,POAU,2,7,607,SFAEF,872,AS,1
HUN,POAU,2,6,606,SFAEF,201-15,AA,1
HUN,POAU,2,5,605,LA2,84-5G-40,BI,1
HUN,POAU,2,4,604,LA2,84-5G-43,C,1
HUN,POAU,2,3,603,SFAEF,712,NA,0
HUN,POAU,2,2,602,LA2,84-1L-3,CJ,1
HUN,POAU,2,1,601,SFAEF,616,AQ,1
HUN,POAU,3,1,616,LA2,84-4G-4,AL,0
HUN,POAU,3,2,D_HP3_2,SFAEF,872,AC,1
HUN,POAU,3,3,617,SFAEF,1245,AG,0
HUN,POAU,3,4,618,LA2,84-1L-3,AG,1
HUN,POAU,3,5,619,LA2,84-1L RL2L-2,NA,1
HUN,POAU,3,6,620,SFAEF,1335,AH,0
HUN,POAU,3,7,621,SFAEF,1328,BA,0
HUN,POAU,3,8,622,LA1,201-30B-6,AK,1
HUN,POAU,3,9,623,LA1,200-3C-4B,BC,0
HUN,POAU,3,10,624,LA1,201-29A,AB,0
HUN,POAU,3,11,625,LA2,84-4G-4,AI,0
HUN,POAU,3,12,626,LA1,201-30B-6,AG,1
HUN,POAU,3,13,627,LA2,84-5C,AK,0
HUN,POAU,3,14,628,LA1,200-24A,AK,0
HUN,POAU,3,15,629,SFAEF,616,AI,1
HUN,POAU,4,1,2161,LA2,84-1L-3,CG,1
HUN,POAU,4,2,2162,LA2,84-5G-40,AP,1
HUN,POAU,4,3,2163,LA2,84-4G-4,BZ,0
HUN,POAU,4,4,2164,LA7,203-4B-1B,AS,1
HUN,POAU,4,5,2165,LA1,200-24A,AJ,0
HUN,POAU,4,6,2166,LA7,203-4B-1B,AT,1
HUN,POAU,4,7,2167,SFAEF,872,AR,1
HUN,POAU,4,8,2168,LA2,84-5C,BN,0
HUN,POAU,4,9,2169,SFAEF,616,BT,1
HUN,POAU,4,10,2170,LA1,200-3C-4B,AT,0
HUN,POAU,4,11,2171,SFAEF,201-15,AF,1
HUN,POAU,4,12,2172,LA1,201-30B-6,AI,1
HUN,POAU,4,13,2173,SFAEF,712,AJ,0
HUN,POAU,4,14,2174,LA2,84-1L-3,CF,1
HUN,POAU,4,15,2175,SFAEF,1335,AK,0
HUN,POAU,5,1,517,LA1,201-30B-6,AJ,1
HUN,POAU,5,2,518,LA2,84-4G-4,AP,0
HUN,POAU,5,3,519,LA2,84-1L-3,AH,1
HUN,POAU,5,4,520,SFAEF,1328,BB,0
HUN,POAU,5,5,521,LA1,200-24A,AL,0
HUN,POAU,5,6,522,SFAEF,1335,AI,0
HUN,POAU,5,7,523,LA2,84-4G-4,AO,0
HUN,POAU,5,8,524,SFAEF,872,AD,1
HUN,POAU,5,9,525,SFAEF,1245,AH,0
HUN,POAU,5,10,526,LA1,201-29A,AC,0
HUN,POAU,5,11,527,LA1,201-30B-6,AL,1
HUN,POAU,5,12,528,SFAEF,616,AJ,1
HUN,POAU,5,13,529,LA2,84-5C,AL,0
HUN,POAU,5,14,530,LA1,200-3C-4B,BD,0
HUN,POAU,5,15,531,LA2,84-5G-40,AA,1
HUN,POAU,6,1,532,LA1,200-24A,AH,0
HUN,POAU,6,2,533,SFAEF,712,AI,0
HUN,POAU,6,3,534,LA7,203-4B-1B,AQ,1
HUN,POAU,6,4,535,SFAEF,872,AQ,1
HUN,POAU,6,5,536,LA2,84-5G-40,AO,1
HUN,POAU,6,6,537,SFAEF,616,BS,1
HUN,POAU,6,7,538,LA2,84-1L-3,CH,1
HUN,POAU,6,8,539,SFAEF,201-15,AE,1
HUN,POAU,6,9,540,SFAEF,1335,AJ,0
HUN,POAU,6,10,541,LA1,201-30B-6,AH,1
HUN,POAU,6,11,542,LA2,84-1L-3,CE,1
HUN,POAU,6,12,543,LA1,200-3C-4B,AR,0
HUN,POAU,6,13,544,LA7,203-4B-1B,AR,1
HUN,POAU,6,14,545,LA2,84-5C,BM,0
HUN,POAU,6,15,546,LA2,84-4G-4,BY,0
HUN,POAU,7,1,547,LA7,203-4B-1B,AD,1
HUN,POAU,7,2,548,LA7,203-9A,AT,0
HUN,POAU,7,3,549,SFAEF,1328,AZ,0
HUN,POAU,7,4,550,LA7,203-9A,AS,0
HUN,POAU,7,5,551,LA2,84-1L-3,AF,1
HUN,POAU,7,6,552,SFAEF,1335,AG,0
HUN,POAU,7,7,553,LA2,84-5C,AJ,0
HUN,POAU,7,8,554,SFAEF,1245,AF,0
HUN,POAU,7,9,555,LA7,203-7A,AF,0
HUN,POAU,7,10,556,LA7,203-7A,AH,0
HUN,POAU,7,11,557,LA2,84-5C,AI,0
HUN,POAU,7,12,558,LA2,84-4G-4,AM,0
HUN,POAU,7,13,559,LA2,84-4G-4,AN,0
HUN,POAU,7,14,560,SFAEF,1,AD,0
HUN,POAU,7,15,561,SFAEF,3,AB,1
HUN,POAU,8,1,630,LA2,84-5C,BW,0
HUN,POAU,8,2,631,LA7,203-29A-7,NA,0
HUN,POAU,8,3,632,LA2,84-1L-3,CL,1
HUN,POAU,8,4,633,LA7,203-25C-2,NA,1
HUN,POAU,8,5,634,LA2,84-5G-40,AR,1
HUN,POAU,8,6,635,SFAEF,712,NA,0
HUN,POAU,8,7,636,LA2,84-5G-41,BJ,1
HUN,POAU,8,8,637,LA7,203-25C-3,NA,1
HUN,POAU,8,9,638,LA2,84-5G-43,D,1
HUN,POAU,8,10,639,LA2,84-1L-3,CK,1
HUN,POAU,8,11,640,SFAEF,872,AT,1
HUN,POAU,8,12,641,SFAEF,616,AS,1
HUN,POAU,8,13,642,LA2,84-5G-40,BJ,1
HUN,POAU,8,14,643,SFAEF,201-15,AB,1
HUN,POAU,8,15,644,SFAEF,616,AT,1
KER,AGHY,1,6,D_KA1_6,LPEF,GH-35-8,AX,1
KER,AGHY,1,10,D_KA1_10,LPEF,242-5-5,NA,0
KER,AGHY,1,15,743,COHR,35-1-44,AA,1
KER,AGHY,1,14,742,LPEF,GH-35-6,AI,1
KER,AGHY,1,13,741,LPEF,GH-35-6,AA,1
KER,AGHY,1,12,740,SJC,1942-03-04,NA,1
KER,AGHY,1,11,739,SJC,42-3-54,NA,1
KER,AGHY,1,9,738,SJC,1942-03-11,NA,1
KER,AGHY,1,8,737,COHR,1935-01-30,AJ,1
KER,AGHY,1,7,736,COHR,1935-01-15,AF,1
KER,AGHY,1,5,735,COHR,1935-06-21,AL,1
KER,AGHY,1,4,734,SJC,42-4-50,NA,0
KER,AGHY,1,3,733,LPEF,GH-35-1,BB,1
KER,AGHY,1,2,732,COHR,215-1-15,AT2,0
KER,AGHY,1,1,731,SJC,42-3-46,NA,1
KER,AGHY,2,9,D_KA2_9,SJC,42-4-45,NA,1
KER,AGHY,2,7,D_KA2_7,COHR,215-1-15,BI,0
KER,AGHY,2,4,D_KA2_4,SJC,1942-04-02,NA,0
KER,AGHY,2,2,D_KA2_2,COHR,215-2-1,AV,0
KER,AGHY,2,14,D_KA2_14,COHR,215-2,AM,0
KER,AGHY,2,13,D_KA2_13,SJC,42-4-90,NA,0
KER,AGHY,2,15,752,COHR,215-3-45,AJ,0
KER,AGHY,2,12,751,COHR,215-1-15,BH2,0
KER,AGHY,2,11,750,SJC,42-4-84,NA,0
KER,AGHY,2,10,749,COHR,1935-06-19,AI,1
KER,AGHY,2,8,748,LPEF,GH-35-3,BK,1
KER,AGHY,2,6,747,LPEF,242-7-6V,CL,0
KER,AGHY,2,5,746,SJC,42-4-104,NA,0
KER,AGHY,2,3,745,SJC,1942-04-22,NA,0
KER,AGHY,2,1,744,LPEF,242-7-6V,DI,0
KER,AGHY,3,9,D_KA3_9,COHR,1935-06-19,AH,1
KER,AGHY,3,6,D_KA3_6,LPEF,242-2-25,AB,0
KER,AGHY,3,5,D_KA3_5,LPEF,GH-35-8,AP,1
KER,AGHY,3,4,D_KA3_4,COHR,215-1-15,BN,0
KER,AGHY,3,3,D_KA3_3,COHR,1935-01-15,AD,1
KER,AGHY,3,2,D_KA3_2,LPEF,GH-35-3,BC,1
KER,AGHY,3,15,D_KA3_15,SJC,42-4-43,NA,0
KER,AGHY,3,14,D_KA3_14,SJC,42-3-53,NA,1
KER,AGHY,3,12,D_KA3_12,COHR,215-3-45,AN,0
KER,AGHY,3,10,D_KA3_10,LPEF,GH-35-1,AW,1
KER,AGHY,3,13,757,SJC,1942-04-24,NA,0
KER,AGHY,3,11,756,SJC,42-3-39,NA,1
KER,AGHY,3,8,755,COHR,35-1-44,AE,1
KER,AGHY,3,7,754,SJC,1942-03-11,NA,1
KER,AGHY,3,1,753,LPEF,242-2-34,NA,0
KER,AGHY,4,8,D_KA4_8,COHR,1935-01-27,AF,1
KER,AGHY,4,7,D_KA4_7,LPEF,GH-35-8,AQ,1
KER,AGHY,4,6,D_KA4_6,COHR,215-1-15,BA2,0
KER,AGHY,4,5,D_KA4_5,COHR,35-1-44,AF,1
KER,AGHY,4,3,D_KA4_3,SJC,42-4-85,NA,0
KER,AGHY,4,2,D_KA4_2,COHR,215-2,AY2,0
KER,AGHY,4,14,D_KA4_14,LPEF,1931-04-01,NA,0
KER,AGHY,4,11,D_KA4_11,SJC,42-3-60,NA,1
KER,AGHY,4,1,D_KA4_1,LPEF,GH-35-3,BJ,1
KER,AGHY,4,15,763,SJC,1942-04-29,NA,0
KER,AGHY,4,13,762,LPEF,242-7-6V,DJ,0
KER,AGHY,4,12,761,COHR,234-3-4,NA,0
KER,AGHY,4,10,760,SJC,42-3-56,NA,1
KER,AGHY,4,9,759,LPEF,242-2-45,NA,0
KER,AGHY,4,4,758,SJC,1942-04-23,NA,0
KER,AGHY,5,9,D_KA5_9,COHR,215-2,AC2,0
KER,AGHY,5,7,D_KA5_7,COHR,215-1-15,BS,0
KER,AGHY,5,6,D_KA5_6,COHR,215-3-45,AD,0
KER,AGHY,5,5,D_KA5_5,SJC,42-4-37,NA,0
KER,AGHY,5,4,D_KA5_4,LPEF,GH-35-3,BM,1
KER,AGHY,5,3,D_KA5_3,SJC,1942-04-09,NA,0
KER,AGHY,5,2,D_KA5_2,LPEF,242-7-6V,AR,0
KER,AGHY,5,15,D_KA5_15,COHR,215-1-15,BT,0
KER,AGHY,5,14,D_KA5_14,COHR,1935-06-19,AG,1
KER,AGHY,5,13,D_KA5_13,LPEF,242-7-6V,DD,0
KER,AGHY,5,12,D_KA5_12,SJC,42-4-44,NA,1
