Site,Species,Plot,Position,Tag_ID,Population,GreenhouseID,Clone,Endo,Tiller_24,Flowering ,date_24,Herbivory_treatment
KER,AGHY,4,1,3034,SJC,42-4-53,NA,0,6,0,3-7-2024,1
KER,AGHY,4,2,3036,SJC,42-4-100,NA,0,10,0,3-7-2024,1
KER,AGHY,4,3,D2_KA4_3,SJC,134-9-4,NA,1,1,0,3-7-2024,1
KER,AGHY,4,4,D2_KA4_4,COHR,25,AD,0,7,0,3-7-2024,1
KER,AGHY,4,5,D2_KA4_5,COHR,14B,AB,0,9,0,3-7-2024,1
KER,AGHY,4,6,D2_KA4_6,COHR,256,AA,1,10,0,3-7-2024,1
KER,AGHY,4,7,3037,LPEF,2031-04-08,NA,0,5,0,3-7-2024,1
KER,AGHY,4,8,3038,COHR,23,AC,0,10,0,3-7-2024,1
KER,AGHY,4,9,D2_KA4_9,SJC,42-4-48,NA,0,7,0,3-7-2024,1
KER,AGHY,4,10,3039,LPEF,2024-04-17,NA,1,9,0,3-7-2024,1
KER,AGHY,4,11,D2_KA4_11,LPEF,207-7-8,NA,0,8,0,3-7-2024,1
KER,AGHY,4,12,3040,COHR,47,AB,0,13,0,3-7-2024,1
KER,AGHY,4,13,3041,LPEF,2031-04-09,NA,0,3,0,3-7-2024,1
KER,AGHY,4,14,3042,LPEF,2031-04-10,NA,0,1,0,3-7-2024,1
KER,AGHY,4,15,3043,SJC,211-10-52,AD,0,9,0,3-7-2024,1
KER,AGHY,5,1,3044,COHR,256,AB,1,7,0,3-7-2024,1
KER,AGHY,5,2,3045,COHR,256,AC,1,11,0,3-7-2024,1
KER,AGHY,5,3,D2_KA5_3,COHR,35-1-36-AA,AC,1,6,0,3-7-2024,1
KER,AGHY,5,4,3046,LPEF,2024-04-10,NA,1,3,0,3-7-2024,1
KER,AGHY,5,5,3047,COHR,25,AE,0,6,0,3-7-2024,1
KER,AGHY,5,6,3048,SJC,242-11-9,NA,1,3,0,3-7-2024,1
KER,AGHY,5,7,D2_KA5_7,COHR,35-1-39,AC,1,14,0,3-7-2024,1
KER,AGHY,5,8,3049,SJC,211-10-88-AA,AC,0,9,0,3-7-2024,1
KER,AGHY,5,9,D2_KA5_9,LPEF,207-7-8A,NA,0,1,0,3-7-2024,1
KER,AGHY,5,10,3050,SJC,242-11-6,NA,1,11,0,3-7-2024,1
KER,AGHY,5,11,3051,SJC,242-11-7,NA,1,7,0,3-7-2024,1
KER,AGHY,5,12,D2_KA5_12,SJC,242-11-8,NA,1,3,0,3-7-2024,1
KER,AGHY,5,13,3052,COHR,35-1-39-AB,AC,1,10,0,3-7-2024,1
KER,AGHY,5,14,D2_KA5_14,LPEF,2024-04-11,NA,1,5,0,3-7-2024,1
KER,AGHY,5,15,3053,COHR,256,AD,1,12,0,3-7-2024,1
KER,AGHY,6,1,3090,LPEF,2028-01-05,NA,1,5,0,3-7-2024,0
KER,AGHY,6,2,3091,COHR,35-1-39,AD,1,12,0,3-7-2024,0
KER,AGHY,6,3,3098,LPEF,2024-04-13,NA,1,6,0,3-7-2024,0
KER,AGHY,6,4,3099,COHR,25,AF,0,7,0,3-7-2024,0
KER,AGHY,6,5,3092,LPEF,207-7-10,NA,0,5,0,3-7-2024,0
KER,AGHY,6,6,3093,SJC,2042-04-04,AB,0,4,0,3-7-2024,0
KER,AGHY,6,7,3101,SJC,134-9-8,NA,1,5,0,3-7-2024,0
KER,AGHY,6,8,3100,COHR,35-1-36-AA,AD,1,14,0,3-7-2024,0
KER,AGHY,6,9,3094,SJC,2042-04-04,AC,0,17,0,3-7-2024,0
KER,AGHY,6,10,3095,SJC,134-9-7,NA,1,7,0,3-7-2024,0
KER,AGHY,6,11,3102,COHR,23,AD,0,11,0,3-7-2024,0
KER,AGHY,6,12,3103,SJC,134-11-2,NA,1,5,0,3-7-2024,0
KER,AGHY,6,13,3096,COHR,256,AE,1,5,0,3-7-2024,0
KER,AGHY,6,14,3097,SJC,42-4-94,AB,0,13,1,3-7-2024,0
KER,AGHY,6,15,3104,COHR,35-1-39-AB,AD,1,16,0,3-7-2024,0
KER,AGHY,7,1,3121,COHR,23,AE,0,11,0,3-7-2024,1
KER,AGHY,7,2,D2_KA7_2,SJC,134-11-1,NA,1,8,0,3-7-2024,1
KER,AGHY,7,3,3115,COHR,2-24-7,NA,1,6,0,3-7-2024,1
KER,AGHY,7,4,3118,COHR,14B,AC,0,5,1,3-7-2024,1
KER,AGHY,7,5,D2_KA7_5,COHR,2-24-8,NA,1,10,0,3-7-2024,1
KER,AGHY,7,6,3107,LPEF,2031-04-07,NA,0,6,0,3-7-2024,1
KER,AGHY,7,7,3116,SJC,134-9-5,NA,1,8,0,3-7-2024,1
KER,AGHY,7,8,3119,SJC,211-10-88-AA,AB,0,10,1,3-7-2024,1
KER,AGHY,7,9,3105,LPEF,2031-04-06,NA,0,4,0,3-7-2024,1
KER,AGHY,7,10,3106,LPEF,2028-01-04,NA,1,8,0,3-7-2024,1
KER,AGHY,7,11,3120,SJC,42-4-94,AC,0,6,1,3-7-2024,1
KER,AGHY,7,12,D2_KA7_12,SJC,2042-04-19,NA,0,7,0,3-7-2024,1
KER,AGHY,7,13,3117,SJC,2042-04-12,NA,0,12,0,3-7-2024,1
KER,AGHY,7,14,D2_KA7_14,LPEF,242-5-27,NA,0,14,0,3-7-2024,1
KER,AGHY,7,15,3114,LPEF,2024-04-12,NA,1,9,0,3-7-2024,1
KER,AGHY,8,1,3054,SJC,2042-04-14,NA,0,9,0,3-7-2024,0
KER,AGHY,8,2,3055,LPEF,2031-04-11,NA,0,7,0,3-7-2024,0
KER,AGHY,8,3,3056,SJC,2042-04-04,AD,0,8,0,3-7-2024,0
KER,AGHY,8,4,3057,LPEF,2024-04-16,NA,1,6,0,3-7-2024,0
KER,AGHY,8,5,3035,LPEF,2031-04-05,NA,0,1,0,3-7-2024,0
KER,AGHY,8,6,3058,LPEF,2031-04-04,NA,0,9,0,3-7-2024,0
KER,AGHY,8,7,3059,COHR,234-1,AB,0,16,0,3-7-2024,0
KER,AGHY,8,8,3122,COHR,25,AG,0,10,1,3-7-2024,0
KER,AGHY,8,9,3123,SJC,2042-04-13,AB,0,10,1,3-7-2024,0
KER,AGHY,8,10,3124,COHR,14B,AD,0,10,1,3-7-2024,0
KER,AGHY,8,11,3125,SJC,134-9-6,NA,1,5,0,3-7-2024,0
KER,AGHY,8,12,3126,COHR,2-24-9,NA,1,9,0,3-7-2024,0
KER,AGHY,8,13,3127,SJC,42-4-52,NA,0,10,0,3-7-2024,0
KER,AGHY,8,14,D2_KA8_14,SJC,42-4-94,AD,0,24,1,3-7-2024,0
KER,AGHY,8,15,3128,LPEF,207-7-9,NA,0,8,0,3-7-2024,0
